cluster_rank	cluster_X	cluster_Y	best_adjusted_pvalue
115	OUYCCCASQSFEME-QMMMGPOBSA-N	AHLPHDHHMVZTML-BYPYZUCNSA-N	0.006322377072021688
116	MTCFGRXMJLQNBG-REOHCLBHSA-N	AYFVYJQAPQTCCC-GBXIJSLDSA-N	0.007732406426515245
117	AYFVYJQAPQTCCC-GBXIJSLDSA-N	MTCFGRXMJLQNBG-REOHCLBHSA-N	0.007732406426515245
118	DHMQDGOQFOQNFH-UHFFFAOYSA-N	AYFVYJQAPQTCCC-GBXIJSLDSA-N	0.007758787977861956
119	AYFVYJQAPQTCCC-GBXIJSLDSA-N	DHMQDGOQFOQNFH-UHFFFAOYSA-N	0.007758787977861956
120	AGPKZVBTJJNPAG-WHFBIAKZSA-N	OUYCCCASQSFEME-QMMMGPOBSA-N	0.008273272242959288
121	OUYCCCASQSFEME-QMMMGPOBSA-N	AGPKZVBTJJNPAG-WHFBIAKZSA-N	0.008273272242959288
122	KDXKERNSBIXSRK-YFKPBYRVSA-N	FFEARJCKVFRZRR-BYPYZUCNSA-N	0.009356473878806969
123	FFEARJCKVFRZRR-BYPYZUCNSA-N	KDXKERNSBIXSRK-YFKPBYRVSA-N	0.009356473878806969
124	HNDVDQJCIGZPNO-YFKPBYRVSA-N	ODKSFYDXXFIFQN-BYPYZUCNSA-N	0.00956394141552921
125	ODKSFYDXXFIFQN-BYPYZUCNSA-N	HNDVDQJCIGZPNO-YFKPBYRVSA-N	0.00956394141552921
126	CKLJMWTZIZZHCS-REOHCLBHSA-N	ONIBWKKTOPOVIA-BYPYZUCNSA-N	0.0096895730773995
127	AYFVYJQAPQTCCC-GBXIJSLDSA-N	BTCSSZJGUNDROE-UHFFFAOYSA-N	0.0096895730773995
128	BTCSSZJGUNDROE-UHFFFAOYSA-N	AYFVYJQAPQTCCC-GBXIJSLDSA-N	0.0096895730773995
129	ONIBWKKTOPOVIA-BYPYZUCNSA-N	CKLJMWTZIZZHCS-REOHCLBHSA-N	0.0096895730773995
130	AHLPHDHHMVZTML-BYPYZUCNSA-N	FFEARJCKVFRZRR-BYPYZUCNSA-N	0.0096895730773995
131	FFEARJCKVFRZRR-BYPYZUCNSA-N	AHLPHDHHMVZTML-BYPYZUCNSA-N	0.0096895730773995
132	KDXKERNSBIXSRK-YFKPBYRVSA-N	ROHFNLRQFUQHCH-YFKPBYRVSA-N	0.012354508506774338
133	ROHFNLRQFUQHCH-YFKPBYRVSA-N	KDXKERNSBIXSRK-YFKPBYRVSA-N	0.012354508506774338
134	QNAYBMKLOCPYGJ-REOHCLBHSA-N	ROHFNLRQFUQHCH-YFKPBYRVSA-N	0.013412220014662902
135	BTCSSZJGUNDROE-UHFFFAOYSA-N	KDXKERNSBIXSRK-YFKPBYRVSA-N	0.013412220014662902
136	KDXKERNSBIXSRK-YFKPBYRVSA-N	BTCSSZJGUNDROE-UHFFFAOYSA-N	0.013412220014662902
137	ROHFNLRQFUQHCH-YFKPBYRVSA-N	QNAYBMKLOCPYGJ-REOHCLBHSA-N	0.013412220014662902
138	XOAAWQZATWQOTB-UHFFFAOYSA-N	AYFVYJQAPQTCCC-GBXIJSLDSA-N	0.014098399516176509
139	AYFVYJQAPQTCCC-GBXIJSLDSA-N	XOAAWQZATWQOTB-UHFFFAOYSA-N	0.014098399516176509
140	HNDVDQJCIGZPNO-YFKPBYRVSA-N	COLNVLDHVKWLRT-QMMMGPOBSA-N	0.0167137278476664
141	XOAAWQZATWQOTB-UHFFFAOYSA-N	QNAYBMKLOCPYGJ-REOHCLBHSA-N	0.0167137278476664
142	QNAYBMKLOCPYGJ-REOHCLBHSA-N	XOAAWQZATWQOTB-UHFFFAOYSA-N	0.0167137278476664
143	COLNVLDHVKWLRT-QMMMGPOBSA-N	HNDVDQJCIGZPNO-YFKPBYRVSA-N	0.0167137278476664
144	ODKSFYDXXFIFQN-BYPYZUCNSA-N	WHUUTDBJXJRKMK-VKHMYHEASA-N	0.016834780469545133
145	WHUUTDBJXJRKMK-VKHMYHEASA-N	ODKSFYDXXFIFQN-BYPYZUCNSA-N	0.016834780469545133
146	ODKSFYDXXFIFQN-BYPYZUCNSA-N	OUYCCCASQSFEME-QMMMGPOBSA-N	0.016977387443826337
147	OUYCCCASQSFEME-QMMMGPOBSA-N	ODKSFYDXXFIFQN-BYPYZUCNSA-N	0.016977387443826337
148	QNAYBMKLOCPYGJ-REOHCLBHSA-N	OUYCCCASQSFEME-QMMMGPOBSA-N	0.020136001734574516
149	OUYCCCASQSFEME-QMMMGPOBSA-N	QNAYBMKLOCPYGJ-REOHCLBHSA-N	0.020136001734574516
150	BTCSSZJGUNDROE-UHFFFAOYSA-N	WHUUTDBJXJRKMK-VKHMYHEASA-N	0.02073922453446802
